sentiment,content,sentiment_type
3,weve got exciting things well showing year including drag drop store management iphone,no sentiment
2,aapl shouldve put ipad popup store right badge pickup line convention center,positive
2,supposedly mobile apple store pop open ish,positive
2,apple brought employees store texas staff popup store,positive
3,im obsessed go iphone app feckin genius crazy long list sessions less scary,no sentiment
2,still ipad least popup apple store bought one,positive
2,n12 sheep slaughter link codes valid 0035959p 1211,positive
2,hey lucky ducks headed want win ipad client giving one away details link,positive
0,hive innovation yet every booth trade show exact promotional idea ipad raffle,cannot say
1,quotall nothing teeming sea iphone addicts busy twittering ever engage one anoth cont link,negative
2,sosososo cuteeeeee link jalen rose ipad,positive
3,best schwag ive seen battery charger iphone get one,no sentiment
3,pr guy convinced switch back iphone great coverage,no sentiment
2,oh quotlike cant believe ive three boyfriends since first ipad quot,positive
2,check staying alive indie iphone game development survive,positive
0,diller would product ipad one form factor todays multichannel multi platform world,cannot say
2,hey long think takes us make iphone case answer using well make one,positive
3,id say yes facebook google implementing brightens future good impact im search,no sentiment
2,popup apple store sell ipad2 line insane link,positive
2,google hotpot anyone used,positive
2,buy online wait line rt apple sets temporary store link,positive
3,bought one last ipads apple store downtown austin sold done purchasing,no sentiment
2,anyone know time apple popup store austin closes tonite apple,positive
3,really cool rt stop let us make custom iphone case link link,no sentiment
2,late night security guard popup apple store link,positive
2,experimenting tinkering like nineties quotbest viewed ipad new best viewed internet explorer quot,positive
3,made ambassador upload music shows amp reward rt soundcloud android app fresh,no sentiment
3,love app awesome rt must see app quotbizzyquot link,no sentiment
1,major ipad design flaw sxsw go ipad app doesnt stay open switch apps,negative
2,google amp facebook official death policies vast majority digi companies dont,positive
3,apparently line get ipad store grew blocks blocks past mins wut,no sentiment
1,google circles lame lt3,negative
3,top things ive loved far link,no sentiment
3,link security guard enjoying ipad2 apple store austin,no sentiment
2,apple set open popup shop interactive conference link,positive
3,15k quothighquality pdfquot ipad app good investment small mags says chris tomlinson formerly texas obs ap,no sentiment
3,love quotapple comes cool technology ones ever heard dont go link,no sentiment
2,next fin serv battle vs apple goog mobile operators consumer loyalty tons cash vs banks,positive
3,wish meeting everyone rest android community next year,no sentiment
2,ahoy let readers know well keep em updated parties w android link iphone app way,positive
3,rocks apple pop store link,no sentiment
2,pop apple store austin live link,positive
3,panel without apple like without parties,no sentiment
2,guess say told soapple opening temporary store downtown austin amp ipad launch link,positive
3,saves set open popup store link,no sentiment
2,wonder released link friday started order fly radar,positive
0,selfishness seen brands mac versus apple apple wins masters selfreferential,cannot say
2,i14 call zombie link codes valid 0075959p 1211,positive
3,google map usage mobile yowza,no sentiment
2,link killer shot got last night concert,positive
2,z28 curfew damned link codes valid 00115959p 1311,positive
3,even begins apple wins link gt gonna get sum via,no sentiment
1,cant wait give samsung people demo horrible terrible google nexus phone,negative
2,thanks publishing news new medical apps conf blog link,positive
2,really quotgoogle mequot going called quotcirclequot hmm see later today,positive
3,arent google missed dance party lifetime,no sentiment
2,funny xd funny xd link rebecca black dionne warwick ipad,positive
2,quotvia link guy kawasaki talks enchanted sxsw knows stuff quot,positive
3,writer ipad app link saved ass flight amp bigger panel good job link,no sentiment
3,quadroid qualcomm android called platform next decade vs wintel,no sentiment
2,finkelstein quot206k location aware apps ios amp androidquot,positive
2,recyclematch google earth headline panel 1511 30pm follow hashtag link,positive
2,happy womans day make love fuss link,positive
3,google connect digital amp physical worlds mobile link rt,no sentiment
2,marissa mayer google maps usage mobile surprised isnt way north link,positive
2,quotcommunity place web friend app notquot link,positive
3,temp apple storegreat move really need help brand recognition seriousness pretty cool,no sentiment
3,expecting see flood shiny new ipad2s today line apple store around block,no sentiment
3,pdanet awesome app yet android likes,no sentiment
1,google tries launch new social network called circles link,negative
2,iphone users really clueless android os ui presentation seem basic everyone else,positive
2,apple open temporary store friday scarbrough building th congress link,positive
3,lovin apple amp ipad2,no sentiment
2,video google quotit gets betterquot featured gets better book due 22 link,positive
2,came left iphone playing song chosen random skreams listening records wall appropriate,positive
2,took piss trade show ipad one hand iphone pissing kiiiiiilling right,positive
2,apple popup store line finally dwindled time check ipad2,positive
2,delightful reprieve spot something plugged ipad flat iron bless lady friend bless,positive
2,ipad line stretching around block,positive
2,stay tuned next emergency ipad station facebook bullying online privacy link,positive
2,getting excited present spark team android choice awards doors open min lustre pearl youre come cheer us,positive
